Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research,Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Payment_Frequency,Time_to_Decision,Delivery_Status
CUST-007283,61.0,Male,Low,Single,Bachelor's,Artist,Phoenix,Books,255.81,16.0,Online,2,2,3.0,None,Not Sensitive,0.38,10,Low,Smartphone,Debit Card,2024-02-06 22:00:00,Yes,No,Need-based,Standard,One-time,16,Returned
CUST-007284,43.0,Male,High,Married,High School,Sales,Miami,Furniture,404.5,2.0,Online,1,3,2.0,Medium,Somewhat Sensitive,0.08,5,Medium,Desktop,Debit Card,2023-09-28 04:00:00,Yes,No,Need-based,Standard,One-time,13,Delivered
CUST-007285,27.0,Male,Low,Single,Bachelor's,Engineer,Miami,Sports,106.01,7.0,In-Store,3,4,15.0,Medium,Somewhat Sensitive,0.58,3,High,Desktop,Debit Card,2023-01-16 06:00:00,No,Yes,Planned,Standard,One-time,29,Returned
CUST-007286,,Female,Low,Married,Bachelor's,Artist,New York,Groceries,255.23,10.0,Online,3,5,16.0,Medium,Not Sensitive,0.83,1,Low,Smartphone,Credit Card,2023-06-06 05:00:00,No,Yes,Wants-based,Standard,One-time,15,Returned
CUST-007287,69.0,Male,Middle,Divorced,Bachelor's,Doctor,Phoenix,Groceries,278.21,1.0,Mixed,5,1,13.0,None,Somewhat Sensitive,0.55,5,Medium,Smartphone,Credit Card,2023-02-21 01:00:00,No,No,Planned,Standard,One-time,5,Delivered
CUST-007288,52.0,Female,Low,Single,Bachelor's,Teacher,Seattle,Groceries,14.71,9.0,Online,3,4,11.0,Medium,Not Sensitive,0.66,10,Medium,Smartphone,Credit Card,2023-11-25 18:00:00,Yes,Yes,Planned,Standard,One-time,30,Delivered
CUST-007289,52.0,Male,High,Married,Master's,Artist,Los Angeles,Books,413.58,9.0,In-Store,2,5,11.0,Low,Somewhat Sensitive,0.52,10,Low,Smartphone,Other,2024-10-07 02:00:00,No,Yes,Need-based,No Preference,One-time,25,Delivered
CUST-007290,59.0,Female,Low,Single,High School,Doctor,Denver,Books,36.52,19.0,Online,3,3,18.0,Low,Not Sensitive,0.35,2,High,Desktop,Credit Card,2023-02-04 09:00:00,No,Yes,Need-based,No Preference,One-time,10,Returned
CUST-007291,67.0,Female,Middle,Single,Bachelor's,Sales,Denver,Books,256.16,6.0,Online,5,3,18.0,Low,Somewhat Sensitive,0.9,9,High,Smartphone,Debit Card,2024-05-28 15:00:00,Yes,Yes,Impulsive,Standard,One-time,8,Returned
CUST-007292,61.0,Male,Low,Single,Bachelor's,Doctor,New York,Clothing,45.54,12.0,In-Store,2,3,16.0,None,Not Sensitive,0.34,10,High,Smartphone,Credit Card,2023-09-24 12:00:00,No,Yes,Planned,Standard,One-time,17,Delivered
CUST-007293,39.0,Male,Middle,Single,High School,Sales,Chicago,Home Appliances,287.87,20.0,Online,2,1,0.0,High,Somewhat Sensitive,0.6,10,Low,Smartphone,Credit Card,2024-03-17 19:00:00,No,No,Planned,Standard,One-time,1,Returned
CUST-007294,44.0,Male,Middle,Single,Bachelor's,Sales,Chicago,Sports,269.07,4.0,Mixed,5,4,13.0,None,Not Sensitive,0.07,10,Medium,Smartphone,Debit Card,2024-07-07 21:00:00,Yes,Yes,Wants-based,No Preference,Subscription,28,Delivered
CUST-007295,54.0,Female,Low,Married,High School,Student,Phoenix,Sports,83.02,11.0,Mixed,5,5,22.0,Medium,Not Sensitive,0.3,1,High,Tablet,Debit Card,2023-11-27 15:00:00,Yes,Yes,Planned,Express,One-time,7,Delivered
CUST-007296,47.0,Male,Middle,Single,Master's,Sales,Miami,Clothing,154.85,14.0,Online,5,2,19.0,None,Somewhat Sensitive,0.86,8,Low,Smartphone,Credit Card,2024-02-16 04:00:00,No,No,Need-based,Express,One-time,21,Delivered
CUST-007297,61.0,Male,Low,Single,High School,Student,Phoenix,Clothing,360.9,20.0,Online,1,5,4.0,Medium,Somewhat Sensitive,0.81,3,Low,Smartphone,Debit Card,2024-08-14 22:00:00,No,No,Impulsive,Express,One-time,16,Returned
CUST-007298,52.0,Male,High,Married,Bachelor's,Artist,Miami,Electronics,88.28,10.0,Online,1,3,16.0,Medium,Somewhat Sensitive,0.78,10,Medium,Desktop,Credit Card,2024-01-10 00:00:00,Yes,Yes,Impulsive,Standard,Subscription,22,Returned
CUST-007299,36.0,Female,Low,Single,High School,Manager,Houston,Clothing,113.52,11.0,Mixed,3,3,0.0,Medium,Somewhat Sensitive,0.43,2,Medium,Desktop,PayPal,2024-07-11 03:00:00,Yes,No,Need-based,Express,One-time,9,Returned
CUST-007300,64.0,Male,Low,Single,Master's,Clerk,Houston,Clothing,162.1,10.0,Online,1,1,5.0,Low,Not Sensitive,0.37,1,Low,Desktop,PayPal,2023-09-11 10:00:00,No,No,Planned,Standard,Installments,11,Returned
CUST-007301,46.0,Female,Low,Married,Bachelor's,Teacher,Seattle,Home Appliances,457.03,17.0,Online,3,3,0.0,High,Somewhat Sensitive,0.45,10,None,Smartphone,Credit Card,2024-08-10 01:00:00,Yes,No,Need-based,No Preference,One-time,15,Delivered
CUST-007302,70.0,Male,Middle,Married,Bachelor's,Engineer,Seattle,Groceries,152.56,2.0,In-Store,5,4,23.0,Medium,Somewhat Sensitive,0.24,3,High,Smartphone,Credit Card,2023-03-05 04:00:00,No,No,Planned,Express,Subscription,12,Delivered
CUST-007303,41.0,Female,Low,Single,High School,Teacher,Los Angeles,Furniture,450.64,8.0,In-Store,2,2,19.0,High,Very Sensitive,0.31,2,Low,Smartphone,Debit Card,2023-03-12 05:00:00,No,Yes,Impulsive,No Preference,One-time,20,Returned
CUST-007304,20.0,Male,Low,Divorced,Bachelor's,Clerk,Denver,Furniture,424.64,8.0,Online,3,4,19.0,Medium,Very Sensitive,0.5,9,Medium,Smartphone,PayPal,2024-07-18 04:00:00,Yes,Yes,Planned,Standard,One-time,23,Returned
CUST-007305,40.0,Female,Low,Single,Master's,Technician,New York,Electronics,895.212,7.0,In-Store,3,4,20.0,Low,Somewhat Sensitive,0.08,3,Low,Smartphone,Other,2023-01-26 08:00:00,Yes,Yes,Wants-based,Standard,One-time,17,Returned
CUST-007306,34.0,Female,Low,Widowed,Master's,Clerk,Miami,Home Appliances,44.07,11.0,Online,5,4,19.0,High,Somewhat Sensitive,0.37,8,Low,Smartphone,Credit Card,2023-06-18 04:00:00,No,No,Wants-based,Express,One-time,11,Delivered
CUST-007307,70.0,Female,Middle,Single,Master's,Sales,New York,Beauty,393.61,9.0,Online,3,5,6.0,Low,Not Sensitive,0.83,9,Medium,Smartphone,PayPal,2023-11-19 04:00:00,No,Yes,Impulsive,Standard,One-time,19,Returned
CUST-007308,47.0,Female,Middle,Divorced,High School,Teacher,Miami,Electronics,56.76,19.0,Online,2,4,2.0,None,Somewhat Sensitive,0.69,4,None,Smartphone,Credit Card,2024-06-01 04:00:00,Yes,Yes,Need-based,No Preference,Installments,7,Returned
CUST-007309,62.0,Male,Middle,Married,Bachelor's,Manager,New York,Sports,52.46,5.0,In-Store,5,5,4.0,High,Very Sensitive,0.62,9,Medium,Desktop,Credit Card,2024-02-04 16:00:00,Yes,No,Planned,Standard,One-time,3,Delivered
CUST-007310,38.0,Female,Middle,Married,High School,Clerk,Phoenix,Books,885.762,13.0,Online,2,1,4.0,High,Very Sensitive,0.17,7,High,Tablet,Debit Card,2023-07-26 08:00:00,No,Yes,Impulsive,Standard,One-time,14,Returned
CUST-007311,34.0,Male,Low,Single,Doctorate,Manager,Seattle,Electronics,435.17,12.0,In-Store,5,4,4.0,Medium,Somewhat Sensitive,0.01,10,Medium,Smartphone,PayPal,2023-02-26 10:00:00,No,No,Impulsive,Standard,One-time,11,Delivered
CUST-007312,47.0,Male,Middle,Married,High School,Artist,Seattle,Sports,69.83,14.0,Online,4,3,3.0,High,Somewhat Sensitive,0.76,7,Low,Smartphone,Cash,2024-06-10 22:00:00,Yes,No,Planned,Standard,One-time,27,Delivered
CUST-007313,,Female,Middle,Single,High School,Artist,Miami,Books,467.65,19.0,Online,5,4,,Low,Somewhat Sensitive,0.15,6,Medium,Tablet,PayPal,2024-12-28 20:00:00,Yes,No,Need-based,Standard,One-time,9,Delivered
CUST-007314,35.0,Female,Middle,Married,High School,Artist,Houston,Groceries,313.08,4.0,Online,3,4,17.0,High,Somewhat Sensitive,0.44,7,Medium,Desktop,Credit Card,2024-11-30 13:00:00,Yes,Yes,Planned,No Preference,One-time,4,Delivered
CUST-007315,23.0,Female,Low,Married,Bachelor's,Sales,Los Angeles,Books,7.32,2.0,Online,1,3,16.0,Low,Not Sensitive,0.92,5,Medium,Smartphone,Debit Card,2024-01-24 02:00:00,No,Yes,Wants-based,Express,One-time,17,Returned
CUST-007316,59.0,Male,Low,Divorced,Master's,Doctor,Houston,Electronics,140.37,18.0,Online,4,5,7.0,High,Not Sensitive,0.14,8,High,Smartphone,Credit Card,2024-03-21 23:00:00,No,Yes,Impulsive,Standard,Installments,25,Delivered
CUST-007317,61.0,Male,Low,Single,Master's,Artist,Los Angeles,Electronics,268.2,18.0,Online,1,1,22.0,High,Very Sensitive,0.33,5,High,Smartphone,Credit Card,2024-01-12 06:00:00,Yes,Yes,Impulsive,Express,One-time,18,Returned
CUST-007318,44.0,Female,Low,Single,High School,Clerk,Los Angeles,Beauty,297.59,13.0,Online,3,1,14.0,High,Somewhat Sensitive,0.55,4,None,Smartphone,PayPal,2023-01-03 09:00:00,No,Yes,Planned,Standard,One-time,16,Returned
CUST-007319,49.0,Female,Middle,Single,High School,Student,Los Angeles,Home Appliances,203.45,,Mixed,2,2,7.0,Low,Somewhat Sensitive,0.82,2,Low,Smartphone,PayPal,2024-01-05 21:00:00,Yes,No,Planned,No Preference,One-time,17,Returned
CUST-007320,40.0,Female,Low,Single,Master's,Sales,Houston,Groceries,210.7,18.0,Online,4,5,11.0,High,Not Sensitive,0.51,3,High,Smartphone,Credit Card,2023-11-17 20:00:00,Yes,No,Wants-based,No Preference,One-time,6,Returned
CUST-007321,24.0,Female,Middle,Married,High School,Student,Houston,Electronics,201.29,9.0,Mixed,4,1,9.0,Low,Very Sensitive,0.14,1,Low,Tablet,Credit Card,2023-08-15 15:00:00,No,Yes,Impulsive,Standard,One-time,17,Returned
CUST-007322,68.0,Female,Low,Single,High School,Student,Phoenix,Groceries,402.23,14.0,Online,4,5,0.0,Medium,Very Sensitive,0.89,5,Medium,Desktop,PayPal,2023-06-20 07:00:00,No,Yes,Need-based,Standard,Installments,9,Delivered
CUST-007323,25.0,Male,Middle,Married,Doctorate,Student,Chicago,Groceries,234.94,7.0,Online,4,5,18.0,High,Somewhat Sensitive,0.98,2,Medium,Smartphone,Debit Card,2023-08-12 15:00:00,Yes,Yes,Need-based,No Preference,One-time,0,Returned
CUST-007324,19.0,Male,Middle,Single,Bachelor's,Teacher,Los Angeles,Beauty,189.36,15.0,In-Store,4,2,0.0,High,Not Sensitive,0.74,10,Low,Desktop,Credit Card,2024-09-22 17:00:00,Yes,Yes,Planned,Standard,One-time,23,Delivered
CUST-007325,67.0,Female,High,Married,Bachelor's,Artist,Miami,Books,201.22,5.0,Online,5,2,9.0,Low,Somewhat Sensitive,0.99,6,Low,Desktop,PayPal,2024-01-05 16:00:00,Yes,No,Need-based,Standard,One-time,0,Returned
CUST-007326,68.0,Male,Low,Single,High School,Engineer,Denver,Furniture,,16.0,In-Store,3,1,4.0,Medium,Somewhat Sensitive,0.97,1,Medium,Smartphone,Debit Card,2023-08-02 04:00:00,No,Yes,Planned,Standard,One-time,14,Returned
CUST-007327,53.0,Male,Low,Single,High School,Engineer,Seattle,Beauty,121.48,7.0,Online,5,1,15.0,High,Somewhat Sensitive,0.64,9,High,Smartphone,PayPal,2023-12-08 16:00:00,Yes,No,Planned,No Preference,Subscription,13,Returned
CUST-007328,64.0,Male,Middle,Married,Bachelor's,Technician,Houston,Sports,42.92,19.0,Mixed,1,3,12.0,None,Somewhat Sensitive,0.86,3,High,Desktop,PayPal,2023-03-22 12:00:00,No,Yes,Planned,Standard,One-time,22,Returned
CUST-007329,46.0,Female,Middle,Single,Master's,Sales,Houston,Furniture,172.88,5.0,Online,2,2,7.0,High,Somewhat Sensitive,0.42,1,Low,Smartphone,Credit Card,2023-07-28 01:00:00,No,Yes,Wants-based,No Preference,One-time,0,Returned
CUST-007330,31.0,Male,High,Divorced,High School,Manager,Phoenix,Sports,,7.0,Online,5,2,23.0,Medium,Very Sensitive,0.17,2,Low,Desktop,PayPal,2024-08-24 09:00:00,No,Yes,Planned,Standard,Installments,0,Returned
CUST-007331,55.0,Female,Low,Married,High School,Artist,Chicago,Groceries,,3.0,Online,5,2,20.0,Low,Somewhat Sensitive,0.99,10,Medium,Smartphone,Other,2023-10-29 04:00:00,No,No,Planned,No Preference,One-time,11,Returned
CUST-007332,66.0,Male,Low,Divorced,Doctorate,Engineer,Miami,Home Appliances,32.37,14.0,Online,4,5,17.0,High,Somewhat Sensitive,0.61,5,None,Smartphone,Credit Card,2023-12-10 09:00:00,Yes,Yes,Impulsive,Standard,One-time,1,Delivered
CUST-007333,57.0,Male,Low,Married,Doctorate,Engineer,Houston,Electronics,115.56,14.0,Mixed,3,1,12.0,High,Very Sensitive,0.63,1,None,Smartphone,PayPal,2024-03-09 03:00:00,Yes,Yes,Planned,Express,One-time,9,Returned
CUST-007334,45.0,Male,Low,Single,Bachelor's,Technician,New York,Furniture,107.18,8.0,In-Store,3,2,8.0,Medium,Somewhat Sensitive,0.75,8,Low,Smartphone,Credit Card,2024-05-10 07:00:00,No,No,Need-based,Standard,One-time,17,Returned
CUST-007335,65.0,Female,Middle,Married,High School,Teacher,Denver,Furniture,269.8,10.0,Online,3,3,22.0,High,Somewhat Sensitive,0.64,3,Low,Smartphone,PayPal,2023-04-30 09:00:00,No,Yes,Planned,Express,One-time,9,Returned
CUST-007336,25.0,Female,High,Single,Doctorate,Manager,Houston,Furniture,216.89,10.0,In-Store,4,2,5.0,High,Somewhat Sensitive,0.44,8,High,Smartphone,Debit Card,2023-03-09 03:00:00,No,Yes,Planned,Standard,One-time,19,Delivered
CUST-007337,66.0,Male,Low,Single,High School,Clerk,Miami,Electronics,141.7,8.0,Online,2,2,15.0,High,Somewhat Sensitive,0.08,8,Medium,Smartphone,Debit Card,2024-05-18 04:00:00,Yes,Yes,Need-based,Standard,One-time,8,Delivered
CUST-007338,42.0,Female,Low,Married,High School,Manager,Miami,Electronics,417.48,11.0,Mixed,3,4,19.0,Low,Somewhat Sensitive,0.54,10,None,Desktop,Debit Card,2024-12-11 15:00:00,Yes,No,Need-based,Express,One-time,28,Delivered
CUST-007339,61.0,Female,Middle,Single,Bachelor's,Doctor,Phoenix,Beauty,252.03,20.0,Online,1,4,19.0,High,Not Sensitive,0.66,5,Low,Smartphone,Cash,2024-01-03 13:00:00,Yes,No,Impulsive,Express,One-time,10,Returned
CUST-007340,57.0,Male,Middle,Single,Bachelor's,Manager,Los Angeles,Home Appliances,28.7,9.0,In-Store,1,1,12.0,Medium,Somewhat Sensitive,0.21,7,None,Smartphone,PayPal,2023-02-17 21:00:00,Yes,No,Impulsive,Standard,One-time,22,Returned
CUST-007341,53.0,Male,Middle,Married,Master's,Teacher,New York,Books,257.59,3.0,Online,5,4,4.0,Medium,Not Sensitive,0.81,4,Medium,Smartphone,Credit Card,2023-02-23 12:00:00,Yes,Yes,Planned,Express,One-time,22,Delivered
CUST-007342,39.0,Male,High,Widowed,Bachelor's,Student,Miami,Clothing,323.39,9.0,Online,5,2,1.0,High,Somewhat Sensitive,0.09,10,None,Smartphone,PayPal,2024-08-15 04:00:00,No,No,Impulsive,Express,One-time,9,Returned
CUST-007343,60.0,Female,Middle,Married,High School,Engineer,Los Angeles,Clothing,92.8,19.0,In-Store,2,3,8.0,None,Somewhat Sensitive,0.33,8,High,Smartphone,Debit Card,2023-02-16 05:00:00,No,Yes,Wants-based,Express,One-time,21,Delivered
CUST-007344,69.0,Male,High,Widowed,Master's,Technician,Miami,Sports,228.09,19.0,In-Store,4,2,2.0,Low,Somewhat Sensitive,0.75,8,Medium,Smartphone,Credit Card,2023-10-23 22:00:00,Yes,Yes,Need-based,Express,Subscription,20,Delivered
CUST-007345,22.0,Male,Middle,Married,High School,Doctor,Seattle,Groceries,34.38,13.0,Online,3,3,6.0,High,Not Sensitive,0.76,1,Medium,Smartphone,Debit Card,2023-06-03 01:00:00,Yes,No,Wants-based,Standard,One-time,14,Returned
CUST-007346,59.0,Female,Low,Married,Bachelor's,Engineer,Phoenix,Clothing,390.02,14.0,Mixed,2,2,18.0,Medium,Somewhat Sensitive,0.32,6,High,Desktop,Cash,2023-07-03 03:00:00,No,No,Planned,Standard,One-time,24,Returned
CUST-007347,50.0,Female,High,Single,Bachelor's,Engineer,Phoenix,Clothing,10.21,11.0,In-Store,5,4,6.0,Medium,Very Sensitive,0.7,10,Low,Smartphone,PayPal,2023-01-25 01:00:00,Yes,Yes,Planned,Standard,One-time,29,Delivered
CUST-007348,62.0,Female,Middle,Married,Bachelor's,Manager,Houston,Clothing,387.14,9.0,In-Store,5,3,17.0,Medium,Somewhat Sensitive,0.73,5,Medium,Smartphone,Credit Card,2023-10-06 09:00:00,No,Yes,Need-based,Standard,One-time,14,Delivered
CUST-007349,34.0,Female,High,Divorced,Master's,Clerk,New York,Electronics,148.94,14.0,Online,4,3,3.0,Low,Somewhat Sensitive,0.27,4,Medium,Smartphone,Debit Card,2024-12-21 15:00:00,Yes,No,Planned,Express,One-time,8,Delivered
CUST-007350,65.0,Female,High,Married,Doctorate,Clerk,Miami,Beauty,48.71,11.0,In-Store,3,3,4.0,Low,Somewhat Sensitive,0.55,1,Medium,Desktop,Credit Card,2024-09-21 08:00:00,No,No,Planned,Standard,Subscription,22,Returned
CUST-007351,69.0,Male,Low,Married,High School,Doctor,New York,Sports,371.42,4.0,Online,1,5,10.0,Medium,Somewhat Sensitive,0.13,1,Low,Tablet,Credit Card,2023-10-10 08:00:00,Yes,No,Need-based,Standard,One-time,12,Returned
CUST-007352,70.0,Male,High,Single,High School,Manager,Denver,Furniture,,6.0,Online,3,3,19.0,None,Somewhat Sensitive,0.51,9,Medium,Smartphone,Credit Card,2023-11-21 14:00:00,Yes,No,Need-based,Express,One-time,3,Delivered
CUST-007353,49.0,Female,Middle,Married,Bachelor's,Artist,New York,Beauty,137.96,14.0,Online,4,1,16.0,Low,Very Sensitive,0.22,4,Low,Smartphone,Credit Card,2024-08-27 13:00:00,Yes,Yes,Need-based,Standard,Subscription,5,Returned
CUST-007354,27.0,Female,Middle,Single,High School,Engineer,Houston,Clothing,219.3,5.0,Online,2,5,20.0,Low,Not Sensitive,0.51,9,Low,Smartphone,Debit Card,2024-07-14 13:00:00,No,Yes,Planned,Standard,One-time,21,Delivered
CUST-007355,37.0,Male,Low,Married,Doctorate,Manager,Miami,Home Appliances,243.22,11.0,Mixed,5,2,8.0,High,Very Sensitive,0.2,2,Medium,Desktop,Credit Card,2024-03-24 20:00:00,No,Yes,Planned,Standard,Installments,29,Returned
CUST-007356,48.0,Male,Middle,Married,Doctorate,Sales,Seattle,Clothing,456.64,19.0,Online,5,3,23.0,Low,Somewhat Sensitive,0.15,4,Low,Smartphone,PayPal,2023-10-19 08:00:00,Yes,No,Need-based,Standard,One-time,11,Delivered
CUST-007357,,Female,Low,Married,High School,Manager,Los Angeles,Books,199.37,18.0,Online,1,1,7.0,High,Very Sensitive,0.42,9,Medium,Smartphone,Credit Card,2024-06-24 05:00:00,Yes,No,Need-based,No Preference,One-time,0,Returned
CUST-007358,42.0,Female,Middle,Single,Bachelor's,Clerk,Denver,Home Appliances,140.0,6.0,Mixed,5,5,2.0,Low,Somewhat Sensitive,0.31,6,High,Desktop,Credit Card,2024-09-14 20:00:00,No,Yes,Need-based,Standard,One-time,8,Delivered
CUST-007359,27.0,Male,Middle,Married,High School,Artist,Phoenix,Home Appliances,348.48,8.0,Online,3,2,12.0,High,Very Sensitive,0.61,7,High,Smartphone,Credit Card,2023-02-18 01:00:00,No,Yes,Impulsive,Express,One-time,21,Returned
CUST-007360,27.0,Male,High,Single,High School,Technician,Los Angeles,Electronics,305.08,8.0,Online,2,2,17.0,None,Somewhat Sensitive,0.13,3,Low,Desktop,Credit Card,2023-01-14 07:00:00,Yes,No,Need-based,No Preference,Installments,12,Returned
CUST-007361,35.0,Female,Middle,Married,Doctorate,Clerk,Phoenix,Books,96.3,18.0,Mixed,1,1,21.0,Low,Very Sensitive,0.11,1,High,Desktop,Credit Card,2024-08-19 17:00:00,Yes,No,Need-based,Standard,One-time,7,Returned
CUST-007362,70.0,Male,Middle,Single,High School,Artist,Seattle,Books,130.2,14.0,Online,4,2,22.0,High,Very Sensitive,0.66,2,High,Desktop,Credit Card,2024-10-13 06:00:00,Yes,Yes,Need-based,Standard,One-time,8,Returned
CUST-007363,19.0,Male,Low,Single,High School,Doctor,Houston,Furniture,247.95,10.0,In-Store,2,4,21.0,High,Very Sensitive,0.29,6,Medium,Tablet,Debit Card,2023-11-09 13:00:00,No,Yes,Wants-based,Standard,One-time,20,Delivered
CUST-007364,46.0,Male,Low,Married,Bachelor's,Student,Houston,Home Appliances,203.19,13.0,In-Store,5,3,14.0,Medium,Somewhat Sensitive,0.5,7,Medium,Smartphone,Credit Card,2023-11-24 17:00:00,No,Yes,Planned,Express,Subscription,15,Delivered
CUST-007365,44.0,Male,Low,Single,Bachelor's,Student,Miami,Electronics,247.57,13.0,Online,1,5,23.0,Medium,Somewhat Sensitive,0.22,9,Medium,Desktop,Credit Card,2023-07-27 10:00:00,Yes,No,Impulsive,Standard,One-time,2,Returned
CUST-007366,51.0,Female,Middle,Single,High School,Technician,Denver,Groceries,79.84,16.0,Online,3,3,1.0,None,Somewhat Sensitive,0.84,9,Medium,Smartphone,Credit Card,2023-11-09 23:00:00,No,No,Impulsive,No Preference,One-time,0,Returned
CUST-007367,42.0,Female,Low,Single,Bachelor's,Teacher,Los Angeles,Furniture,454.69,19.0,Online,1,4,11.0,Medium,Somewhat Sensitive,0.03,7,Medium,Desktop,Debit Card,2024-03-27 00:00:00,No,Yes,Need-based,Standard,One-time,24,Delivered
CUST-007368,54.0,Female,Low,Married,High School,Artist,Miami,Groceries,334.24,15.0,Mixed,5,4,16.0,Medium,Somewhat Sensitive,0.04,4,High,Desktop,PayPal,2023-03-31 10:00:00,No,Yes,Planned,Standard,Installments,9,Delivered
CUST-007369,65.0,Male,Low,Single,High School,Engineer,Chicago,Clothing,397.52,6.0,Online,4,5,21.0,Medium,Somewhat Sensitive,0.68,9,High,Desktop,Credit Card,2023-04-19 13:00:00,Yes,No,Need-based,Standard,One-time,18,Delivered
CUST-007370,48.0,Male,High,Single,Doctorate,Technician,New York,Beauty,144.05,5.0,Online,1,5,1.0,Medium,Somewhat Sensitive,0.09,5,Medium,Desktop,PayPal,2023-11-10 21:00:00,No,No,Planned,Standard,One-time,10,Delivered
CUST-007371,43.0,Male,Middle,Married,Doctorate,Artist,Denver,Groceries,196.58,5.0,Online,1,1,,None,Somewhat Sensitive,0.01,6,Low,Smartphone,Debit Card,2023-12-16 23:00:00,No,No,Wants-based,Express,Subscription,11,Returned
CUST-007372,21.0,Male,Middle,Married,Bachelor's,Student,Chicago,Electronics,266.35,14.0,Online,4,4,18.0,High,Very Sensitive,0.91,2,None,Smartphone,PayPal,2023-04-16 02:00:00,Yes,No,Need-based,Standard,Installments,24,Returned
CUST-007373,58.0,Male,Middle,Single,Master's,Artist,Los Angeles,Sports,33.71,3.0,Online,4,3,24.0,High,Somewhat Sensitive,0.67,6,Low,Desktop,PayPal,2024-09-18 17:00:00,Yes,Yes,Planned,Standard,One-time,29,Delivered
CUST-007374,62.0,Male,High,Married,High School,Doctor,Denver,Clothing,341.39,2.0,In-Store,3,3,10.0,Low,Very Sensitive,0.72,5,Medium,Smartphone,Debit Card,2024-12-05 17:00:00,Yes,Yes,Impulsive,Express,One-time,1,Returned
CUST-007375,42.0,Male,Middle,Single,Bachelor's,Clerk,Seattle,Furniture,428.41,15.0,Online,1,1,21.0,High,Somewhat Sensitive,0.73,2,High,Smartphone,PayPal,2023-08-23 10:00:00,Yes,No,Impulsive,Standard,Installments,8,Returned
CUST-007376,55.0,Female,Middle,Married,Bachelor's,Teacher,Chicago,Sports,30.4,17.0,Online,2,1,,Medium,Somewhat Sensitive,0.12,5,None,Smartphone,Credit Card,2024-03-11 17:00:00,No,No,Impulsive,Standard,One-time,8,Returned
CUST-007377,47.0,Female,Middle,Widowed,Master's,Clerk,New York,Beauty,436.05,15.0,Online,3,4,5.0,High,Somewhat Sensitive,0.88,9,High,Smartphone,Debit Card,2023-01-19 04:00:00,No,Yes,Impulsive,Standard,One-time,28,Returned
CUST-007378,19.0,Female,Middle,Divorced,Bachelor's,Manager,Phoenix,Sports,166.71,17.0,Online,4,2,1.0,Medium,Somewhat Sensitive,0.74,3,Medium,Smartphone,Credit Card,2024-11-15 10:00:00,Yes,Yes,Wants-based,Standard,One-time,11,Returned
CUST-007379,28.0,Female,Low,Widowed,High School,Engineer,Seattle,Groceries,43.97,3.0,Online,1,4,10.0,Medium,Somewhat Sensitive,0.92,1,Low,Smartphone,Credit Card,2024-05-08 07:00:00,No,No,Need-based,Standard,One-time,2,Returned
CUST-007380,31.0,Female,Middle,Married,High School,Doctor,Houston,Electronics,141.88,19.0,Online,1,3,8.0,Medium,Not Sensitive,0.56,9,High,Smartphone,Credit Card,2024-10-17 20:00:00,Yes,No,Wants-based,Standard,One-time,6,Delivered
CUST-007381,65.0,Male,Middle,Divorced,High School,Doctor,Denver,Furniture,63.68,5.0,Online,1,4,13.0,Medium,Somewhat Sensitive,0.54,5,High,Smartphone,PayPal,2023-02-06 12:00:00,Yes,Yes,Planned,Standard,One-time,21,Delivered
CUST-007382,57.0,Male,Middle,Single,Master's,Manager,Los Angeles,Beauty,79.54,14.0,Online,4,2,24.0,Medium,Somewhat Sensitive,0.25,10,Medium,Desktop,Credit Card,2024-06-29 01:00:00,Yes,No,Impulsive,Standard,One-time,28,Returned
CUST-007383,40.0,Male,Middle,Divorced,High School,Engineer,Chicago,Furniture,142.94,4.0,In-Store,4,3,14.0,None,Somewhat Sensitive,0.56,9,Low,Smartphone,Debit Card,2023-10-10 14:00:00,No,Yes,Impulsive,Standard,One-time,6,Delivered
CUST-007384,54.0,Male,Middle,Widowed,High School,Teacher,Chicago,Clothing,140.81,5.0,In-Store,5,1,17.0,Medium,Very Sensitive,0.49,3,Medium,Smartphone,Credit Card,2023-05-19 16:00:00,Yes,Yes,Planned,Standard,Subscription,1,Returned
CUST-007385,66.0,Female,Middle,Widowed,Bachelor's,Artist,Houston,Groceries,331.89,12.0,Online,4,1,0.0,High,Not Sensitive,0.07,4,Low,Smartphone,PayPal,2024-06-18 07:00:00,No,No,Planned,Express,One-time,15,Returned
CUST-007386,40.0,Male,Low,Widowed,High School,Engineer,Seattle,Home Appliances,288.62,17.0,In-Store,3,3,12.0,Medium,Not Sensitive,0.12,3,Low,Smartphone,Credit Card,2024-12-22 15:00:00,Yes,No,Need-based,Standard,One-time,27,Returned
CUST-007387,54.0,Male,High,Divorced,Bachelor's,Artist,Seattle,Electronics,442.91,5.0,Online,1,2,19.0,Medium,Somewhat Sensitive,0.83,4,Low,Smartphone,Credit Card,2023-06-15 13:00:00,No,Yes,Planned,Standard,Subscription,4,Returned
